order_id,customer_id,seller_id,order_date,total_items,total_amount,payment_method,order_status
2367,837,2,2024-12-25,2,30199,COD,Cancelled
2368,285,1,2024-01-26,3,6819,Wallet,Cancelled
2369,432,50,2024-12-13,1,12579,COD,Delivered
2370,650,11,2024-04-28,4,33369,UPI,Returned
2371,50,17,2024-06-22,1,24199,Wallet,Delivered
2372,103,27,2024-05-26,3,39797,COD,Delivered
2373,962,31,2024-11-13,1,43432,Credit Card,Delivered
2374,580,15,2024-12-27,2,43803,Wallet,Cancelled
2375,271,33,2024-11-04,1,49203,COD,Returned
2376,766,45,2024-04-15,3,4795,COD,Delivered
2377,798,23,2024-07-20,5,22910,Credit Card,Returned
2378,828,48,2024-09-25,4,9771,Credit Card,Returned
2379,406,31,2024-06-24,1,10533,Wallet,Returned
2380,61,42,2024-06-06,5,43582,UPI,Delivered
2381,56,8,2024-10-16,1,6592,Wallet,Cancelled
2382,353,43,2024-03-20,2,37723,UPI,Returned
2383,629,34,2024-09-16,1,30177,UPI,Returned
2384,367,25,2024-10-13,4,35105,COD,Delivered
2385,286,4,2024-06-20,2,4525,Wallet,Delivered
2386,538,12,2024-10-02,5,22410,Credit Card,Returned
2387,959,8,2024-03-31,4,9098,UPI,Delivered
2388,300,34,2024-11-24,5,42773,COD,Returned
2389,15,25,2024-01-13,3,4383,UPI,Cancelled
2390,59,37,2024-09-10,5,32885,Wallet,Delivered
2391,867,6,2024-03-08,2,17219,UPI,Returned
2392,696,5,2024-06-24,5,15352,UPI,Returned
2393,797,21,2024-10-01,3,16183,UPI,Returned
2394,412,4,2024-09-15,3,12917,Wallet,Cancelled
2395,196,22,2024-05-03,4,11421,UPI,Delivered
2396,417,23,2024-03-04,2,8415,COD,Delivered
2397,539,43,2024-11-05,1,14550,UPI,Returned
2398,942,33,2024-09-12,1,28846,Credit Card,Returned
2399,608,37,2024-03-26,1,33764,Wallet,Delivered
2400,463,2,2024-09-04,2,10209,Credit Card,Returned
2401,286,34,2024-11-26,4,29931,UPI,Cancelled
2402,130,9,2024-11-03,4,49268,Credit Card,Returned
2403,418,6,2024-05-10,4,4858,Wallet,Cancelled
2404,663,26,2024-08-01,1,44260,Credit Card,Cancelled
2405,601,11,2024-03-30,4,1610,UPI,Cancelled
2406,190,38,2024-10-11,5,33893,UPI,Returned
2407,925,8,2024-10-02,4,7008,Credit Card,Returned
2408,798,11,2024-07-06,4,31625,Wallet,Returned
2409,609,9,2024-09-01,4,22266,COD,Returned
2410,988,30,2024-10-12,5,7732,Credit Card,Cancelled
2411,407,12,2024-09-10,5,994,COD,Returned
2412,267,9,2024-11-03,2,43549,Wallet,Returned
2413,229,6,2024-11-09,1,11271,Wallet,Returned
2414,612,25,2024-12-02,1,42430,Credit Card,Cancelled
2415,504,43,2024-10-08,5,16067,Credit Card,Delivered
2416,220,18,2024-02-09,5,10526,COD,Cancelled
2417,985,35,2024-11-28,2,2911,Wallet,Cancelled
2418,274,50,2024-05-31,3,42781,Wallet,Cancelled
2419,39,43,2024-07-25,5,4473,Wallet,Cancelled
2420,779,37,2024-12-15,2,40314,Wallet,Delivered
2421,889,1,2024-04-02,3,29478,UPI,Returned
2422,17,45,2024-08-09,4,43711,UPI,Cancelled
2423,552,18,2024-08-09,1,15100,Wallet,Cancelled
2424,800,16,2024-08-30,4,31203,UPI,Returned
2425,373,30,2024-08-03,5,11778,Wallet,Cancelled
2426,338,33,2024-05-09,3,18292,Wallet,Cancelled
2427,450,1,2024-05-20,5,2143,COD,Returned
2428,956,34,2024-08-30,5,41276,UPI,Returned
2429,913,44,2024-11-06,1,8767,UPI,Cancelled
2430,850,14,2024-07-18,4,20846,UPI,Cancelled
2431,982,36,2024-05-08,4,28075,Credit Card,Cancelled
2432,199,9,2024-10-02,4,27801,UPI,Cancelled
2433,876,32,2024-07-05,2,13253,Wallet,Cancelled
2434,31,25,2024-04-21,5,23035,UPI,Returned
2435,642,16,2024-01-02,4,17930,Credit Card,Returned
2436,412,16,2024-08-17,4,3322,COD,Delivered
2437,519,18,2024-09-16,4,42627,Credit Card,Cancelled
2438,981,26,2024-04-24,2,37467,Credit Card,Returned
2439,682,47,2024-01-23,3,46245,Wallet,Returned
2440,931,49,2024-06-29,2,7577,Wallet,Delivered
2441,323,19,2024-07-24,5,5729,UPI,Cancelled
2442,870,34,2024-09-23,2,30427,Credit Card,Cancelled
2443,905,24,2024-03-10,5,24772,Credit Card,Cancelled
2444,896,17,2024-04-22,4,47808,UPI,Delivered
2445,517,5,2024-07-17,1,46764,Credit Card,Returned
2446,22,44,2024-02-08,1,9121,Credit Card,Delivered
2447,33,42,2024-01-02,3,8637,UPI,Cancelled
2448,640,11,2024-02-15,4,32938,UPI,Cancelled
2449,848,29,2024-07-28,2,44631,UPI,Cancelled
2450,162,16,2024-06-24,1,25555,UPI,Returned
2451,985,49,2024-12-28,3,26628,Credit Card,Returned
2452,816,20,2024-04-19,2,10788,Credit Card,Delivered
2453,229,49,2024-12-04,5,22837,COD,Delivered
2454,142,36,2024-05-17,5,14380,Credit Card,Returned
2455,992,21,2024-01-15,2,4885,Wallet,Delivered
2456,208,45,2024-12-22,5,19845,COD,Returned
2457,582,47,2024-04-19,4,9047,Wallet,Delivered
2458,976,30,2024-04-15,5,40205,Credit Card,Delivered
2459,980,30,2024-11-04,3,49303,Wallet,Cancelled
2460,253,14,2024-09-11,4,41655,UPI,Returned
2461,439,43,2024-10-11,3,2492,Wallet,Returned
2462,526,14,2024-10-25,4,21341,Credit Card,Cancelled
2463,595,49,2024-10-01,2,36085,COD,Returned
2464,361,10,2024-05-18,1,9114,UPI,Delivered
2465,50,47,2024-07-25,3,35237,UPI,Cancelled
2466,811,19,2024-11-02,5,11658,Credit Card,Delivered
2467,509,14,2024-08-08,4,35759,UPI,Returned
2468,717,2,2024-02-20,5,46286,Wallet,Cancelled
2469,462,46,2024-11-07,5,49851,COD,Returned
2470,714,47,2024-06-23,4,39432,UPI,Cancelled
2471,696,16,2024-03-12,2,42471,COD,Delivered
2472,669,27,2024-08-04,4,8272,Wallet,Cancelled
2473,579,30,2024-06-15,4,33788,UPI,Cancelled
2474,134,38,2024-05-17,5,24274,Wallet,Returned
2475,284,13,2024-10-15,5,25702,Credit Card,Cancelled
2476,557,48,2024-01-30,2,45570,COD,Returned
2477,721,25,2024-09-10,5,22417,Wallet,Returned
2478,234,44,2024-03-09,3,36980,COD,Delivered
2479,838,19,2024-11-11,5,6696,COD,Delivered
2480,314,21,2024-09-27,2,9051,Credit Card,Returned
2481,150,26,2024-01-15,3,11133,UPI,Cancelled
2482,397,2,2024-03-20,3,39232,COD,Cancelled
2483,974,33,2024-10-13,1,20502,Wallet,Cancelled
2484,530,49,2024-09-29,2,9161,COD,Cancelled
2485,404,9,2024-01-03,4,33630,COD,Returned
2486,588,49,2024-12-18,1,37261,Credit Card,Delivered
2487,414,6,2024-08-01,5,35335,Credit Card,Cancelled
2488,231,23,2024-01-22,3,22255,UPI,Delivered
2489,593,19,2024-12-23,1,31923,UPI,Delivered
2490,816,26,2024-05-06,5,47884,Credit Card,Cancelled
2491,609,36,2024-02-10,1,15176,Credit Card,Returned
2492,192,39,2024-02-07,5,44563,Credit Card,Cancelled
2493,28,36,2024-01-26,5,21739,Credit Card,Delivered
2494,73,17,2024-10-23,1,3310,Wallet,Delivered
2495,430,4,2024-03-28,2,12095,UPI,Cancelled
2496,86,16,2024-06-13,5,14128,Wallet,Cancelled
2497,594,22,2024-11-21,2,21561,UPI,Delivered
2498,916,17,2024-12-17,1,45538,COD,Delivered
2499,580,15,2024-09-06,5,49342,UPI,Delivered
2500,224,44,2024-03-25,2,1677,Credit Card,Returned
2501,47,39,2024-07-13,2,13506,COD,Delivered
2502,965,6,2024-12-15,2,30659,Credit Card,Delivered
2503,637,19,2024-09-02,5,13989,UPI,Cancelled
2504,290,7,2024-03-11,3,14818,UPI,Delivered
2505,209,10,2024-09-28,4,7177,Credit Card,Cancelled
2506,239,21,2024-05-15,5,15643,UPI,Returned
2507,776,46,2024-07-02,5,9866,Credit Card,Returned
2508,581,15,2024-01-11,1,5975,UPI,Delivered
2509,366,3,2024-06-23,3,11509,Wallet,Cancelled
2510,841,32,2024-02-20,3,49884,UPI,Returned
2511,693,8,2024-12-07,1,24974,COD,Cancelled
2512,901,2,2024-04-20,2,16075,Credit Card,Returned
2513,180,35,2024-10-01,1,5801,COD,Delivered
2514,262,33,2024-02-16,2,48091,UPI,Returned
2515,125,43,2024-09-08,4,45508,Wallet,Cancelled
2516,724,37,2024-02-08,4,9125,Credit Card,Returned
2517,743,39,2024-02-02,1,45885,UPI,Cancelled
2518,695,30,2024-10-26,3,13778,COD,Cancelled
2519,651,39,2024-12-25,3,31832,Wallet,Cancelled
2520,357,32,2024-12-25,3,36050,Credit Card,Delivered
2521,805,9,2024-09-01,2,9431,COD,Delivered
2522,717,37,2024-06-07,3,16540,Credit Card,Cancelled
2523,801,48,2024-10-08,5,26798,COD,Delivered
2524,568,13,2024-03-31,5,14538,Wallet,Returned
2525,569,16,2024-05-31,2,20313,UPI,Delivered
2526,526,46,2024-10-14,4,20486,Wallet,Returned
2527,692,47,2024-09-04,3,10737,Credit Card,Cancelled
2528,895,7,2024-05-22,1,9908,Wallet,Delivered
2529,569,18,2024-11-17,1,34668,Credit Card,Cancelled
2530,531,29,2024-05-26,1,26934,Credit Card,Cancelled
2531,968,25,2024-11-08,1,30874,UPI,Cancelled
2532,390,7,2024-06-07,2,6411,Wallet,Delivered
2533,159,40,2024-12-18,2,3080,COD,Cancelled
2534,728,44,2024-09-15,3,20270,Credit Card,Cancelled
2535,460,15,2024-03-22,4,21313,Wallet,Delivered
2536,10,2,2024-09-21,4,2549,Wallet,Delivered
2537,144,16,2024-05-15,2,39589,UPI,Cancelled
2538,963,6,2024-05-11,3,24751,Credit Card,Delivered
2539,534,47,2024-06-17,4,43540,Wallet,Returned
2540,466,44,2024-08-25,2,10830,COD,Returned
2541,206,42,2024-04-24,3,39627,UPI,Cancelled
2542,812,7,2024-01-21,2,31682,Wallet,Delivered
2543,312,29,2024-07-18,5,24940,Credit Card,Returned
2544,986,20,2024-11-18,1,22830,Credit Card,Delivered
2545,408,20,2024-05-18,1,19733,COD,Cancelled
2546,296,37,2024-01-30,5,46648,UPI,Cancelled
2547,934,3,2024-12-08,5,6279,Wallet,Delivered
2548,321,3,2024-09-09,5,31032,UPI,Cancelled
2549,493,23,2024-10-24,1,43220,UPI,Cancelled
2550,462,45,2024-06-05,4,25447,UPI,Delivered
2551,852,39,2024-07-11,4,31261,UPI,Cancelled
2552,718,22,2024-12-22,3,47750,Wallet,Delivered
2553,405,39,2024-09-19,1,12128,Credit Card,Returned
2554,678,35,2024-03-24,4,14500,Credit Card,Returned
2555,300,28,2024-04-27,3,5867,UPI,Returned
2556,259,3,2024-03-06,4,37208,Credit Card,Delivered
2557,398,26,2024-05-14,5,13579,COD,Returned
2558,608,8,2024-12-13,2,10599,UPI,Delivered
2559,305,37,2024-07-19,4,21553,COD,Delivered
2560,704,48,2024-11-07,5,26002,UPI,Returned
2561,818,4,2024-11-18,2,38398,Wallet,Delivered
2562,518,9,2024-07-04,5,45162,Credit Card,Cancelled
2563,345,2,2024-10-21,3,45550,UPI,Delivered
2564,10,14,2024-11-03,5,15069,Credit Card,Returned
2565,37,35,2024-12-18,3,34228,UPI,Returned
2566,665,45,2024-03-08,4,25480,Wallet,Returned
2567,522,28,2024-10-07,1,27406,Wallet,Cancelled
2568,486,11,2024-08-09,3,22014,UPI,Delivered
2569,115,24,2024-07-14,2,27298,Wallet,Cancelled
2570,495,5,2024-05-09,4,18027,COD,Delivered
2571,782,14,2024-12-08,3,11021,COD,Delivered
2572,245,36,2024-08-04,2,1421,UPI,Delivered
2573,343,15,2024-05-31,5,37980,COD,Delivered
2574,105,9,2024-07-09,1,26099,Wallet,Delivered
2575,622,44,2024-06-15,3,3057,UPI,Cancelled
2576,745,49,2024-10-07,5,5048,Credit Card,Cancelled
2577,850,18,2024-02-11,3,22149,UPI,Returned
2578,780,10,2024-10-16,1,26459,UPI,Delivered
2579,491,47,2024-05-15,5,5415,UPI,Returned
2580,841,19,2024-02-12,3,46401,Credit Card,Returned
2581,218,10,2024-08-14,2,11904,Wallet,Returned
2582,599,41,2024-09-02,2,44417,Credit Card,Returned
2583,709,32,2024-05-13,3,28948,Credit Card,Delivered
2584,998,18,2024-02-09,5,43329,COD,Cancelled
2585,630,14,2024-10-04,4,1200,Credit Card,Cancelled
2586,64,16,2024-07-27,2,24246,COD,Cancelled
2587,804,24,2024-09-21,3,20502,Credit Card,Returned
2588,619,23,2024-04-15,5,12207,Credit Card,Returned
2589,396,28,2024-12-11,3,41941,Wallet,Returned
2590,133,18,2024-11-13,5,12047,Credit Card,Cancelled
2591,448,50,2024-01-01,1,21975,Wallet,Delivered
2592,23,37,2024-09-01,3,33337,UPI,Delivered
2593,704,2,2024-07-12,3,13117,Wallet,Delivered
2594,518,7,2024-01-07,1,48981,Wallet,Delivered
2595,362,13,2024-07-16,4,16245,UPI,Delivered
2596,229,19,2024-04-20,3,44323,UPI,Returned
2597,182,50,2024-12-06,1,22334,Credit Card,Returned
2598,618,39,2024-09-30,5,39215,UPI,Returned
2599,243,3,2024-01-03,1,42998,Wallet,Returned
2600,359,36,2024-11-08,2,3755,Credit Card,Cancelled
2601,177,35,2024-03-02,3,26683,COD,Delivered
2602,76,8,2024-01-02,1,21337,COD,Delivered
2603,438,7,2024-01-02,3,39711,COD,Delivered
2604,948,47,2024-07-04,1,42408,Credit Card,Cancelled
2605,111,8,2024-01-14,2,11230,UPI,Delivered
2606,665,41,2024-07-21,3,49841,Wallet,Returned
2607,928,27,2024-04-26,1,5659,Wallet,Returned
2608,643,37,2024-03-11,1,45330,COD,Cancelled
2609,228,49,2024-10-01,5,44256,Wallet,Cancelled
2610,150,27,2024-05-16,4,16414,COD,Delivered
2611,794,50,2024-02-02,5,33530,COD,Returned
2612,159,46,2024-11-01,4,2402,Wallet,Delivered
2613,449,6,2024-09-01,5,26161,UPI,Cancelled
2614,907,11,2024-05-19,4,6357,Wallet,Cancelled
2615,35,45,2024-12-29,5,18292,COD,Delivered
2616,736,4,2024-01-14,5,28858,UPI,Returned
2617,157,28,2024-01-24,5,32454,UPI,Cancelled
2618,336,6,2024-09-28,4,18387,Credit Card,Cancelled
2619,519,36,2024-01-18,5,1029,Wallet,Returned
2620,895,18,2024-04-06,5,37967,COD,Returned
2621,5,33,2024-05-23,1,40457,COD,Cancelled
2622,515,17,2024-04-25,1,47672,UPI,Cancelled
2623,453,40,2024-03-12,4,28797,Credit Card,Returned
2624,263,35,2024-05-19,5,21081,Wallet,Delivered
2625,907,14,2024-04-26,1,24921,COD,Cancelled
2626,776,39,2024-02-02,4,42952,COD,Cancelled
2627,708,16,2024-12-15,3,10851,Credit Card,Delivered
2628,754,12,2024-01-24,4,6077,UPI,Cancelled
2629,309,17,2024-09-25,1,14331,Credit Card,Delivered
2630,493,37,2024-09-14,2,38709,Wallet,Cancelled
2631,229,23,2024-12-17,2,36281,Wallet,Returned
2632,450,6,2024-09-06,3,7559,Wallet,Cancelled
2633,625,38,2024-04-26,1,34757,Credit Card,Cancelled
2634,356,11,2024-12-17,1,27860,Credit Card,Returned
2635,530,34,2024-04-15,5,13658,Wallet,Returned
2636,715,31,2024-01-25,2,34527,UPI,Delivered
2637,731,29,2024-06-07,1,24894,COD,Returned
2638,823,36,2024-06-20,5,19105,Credit Card,Returned
2639,865,41,2024-02-08,3,21153,Wallet,Returned
2640,738,47,2024-04-26,1,47649,Wallet,Cancelled
2641,954,21,2024-07-18,1,761,COD,Delivered
2642,792,19,2024-09-04,4,4058,COD,Returned
2643,341,16,2024-04-14,5,22928,Wallet,Returned
2644,946,3,2024-06-09,2,7563,UPI,Cancelled
2645,935,36,2024-08-29,4,8295,UPI,Returned
2646,363,33,2024-10-19,2,28602,COD,Cancelled
2647,19,25,2024-10-29,5,23695,Wallet,Returned
2648,255,42,2024-07-01,3,21062,Credit Card,Returned
2649,351,8,2024-06-28,4,45951,UPI,Delivered
2650,302,40,2024-03-23,3,31499,COD,Cancelled
2651,519,25,2024-05-13,2,47402,COD,Returned
2652,987,28,2024-08-03,5,8432,Credit Card,Cancelled
2653,293,19,2024-03-03,1,14263,Wallet,Delivered
2654,876,14,2024-02-07,5,30841,COD,Returned
2655,874,38,2024-10-16,2,20449,UPI,Returned
2656,28,44,2024-02-11,2,29866,UPI,Cancelled
2657,635,22,2024-04-06,3,32413,Wallet,Cancelled
2658,318,40,2024-05-21,1,31130,Credit Card,Cancelled
2659,139,29,2024-03-13,2,48686,COD,Delivered
2660,626,41,2024-01-06,4,17541,Wallet,Cancelled
2661,417,41,2024-11-30,5,30905,UPI,Returned
2662,605,39,2024-04-03,5,31183,UPI,Delivered
2663,268,1,2024-09-18,2,28240,UPI,Cancelled
2664,654,20,2024-01-21,4,3966,COD,Cancelled
2665,865,10,2024-10-11,4,29397,UPI,Cancelled
2666,234,46,2024-01-16,4,3228,UPI,Cancelled
2667,132,31,2024-02-20,3,37052,Wallet,Cancelled
2668,943,46,2024-10-11,2,1882,Wallet,Cancelled
2669,730,38,2024-02-12,1,31811,Credit Card,Delivered
2670,899,16,2024-05-30,4,45214,COD,Returned
2671,161,40,2024-12-21,4,2883,Credit Card,Delivered
2672,648,45,2024-11-19,1,30895,Wallet,Delivered
2673,176,35,2024-07-02,3,41005,Wallet,Delivered
2674,507,33,2024-03-28,2,10602,Credit Card,Cancelled
2675,484,35,2024-08-16,1,42970,COD,Delivered
2676,806,21,2024-10-25,3,14850,Credit Card,Cancelled
2677,508,33,2024-05-27,5,32382,COD,Returned
2678,341,40,2024-02-29,3,19929,COD,Delivered
2679,373,23,2024-04-18,3,7959,COD,Cancelled
2680,719,41,2024-11-28,3,28857,COD,Returned
2681,727,1,2024-10-04,5,33834,UPI,Delivered
2682,514,42,2024-10-01,4,11018,UPI,Cancelled
2683,181,20,2024-09-06,1,7816,Credit Card,Cancelled
2684,490,45,2024-05-12,3,30718,Wallet,Cancelled
2685,539,35,2024-05-03,5,34817,COD,Cancelled
2686,585,47,2024-03-30,4,30157,Credit Card,Returned
2687,532,4,2024-01-03,3,37177,COD,Cancelled
2688,797,22,2024-11-08,1,37861,Credit Card,Delivered
2689,1,37,2024-12-07,4,6980,UPI,Cancelled
2690,424,2,2024-09-16,3,45533,Wallet,Returned
2691,426,8,2024-07-21,5,2775,Credit Card,Cancelled
2692,255,41,2024-08-09,2,47493,UPI,Cancelled
2693,41,19,2024-09-07,5,25641,COD,Returned
2694,963,40,2024-01-08,2,35471,Credit Card,Returned
2695,96,29,2024-09-27,5,32236,COD,Delivered
2696,186,46,2024-04-06,4,38996,UPI,Returned
2697,833,18,2024-07-11,3,24434,Wallet,Cancelled
2698,105,27,2024-11-20,4,49109,COD,Delivered
2699,239,10,2024-07-24,3,26281,Credit Card,Delivered
2700,92,11,2024-08-15,5,15413,UPI,Returned
2701,966,23,2024-06-15,2,35604,Credit Card,Returned
2702,615,34,2024-08-24,4,25461,Wallet,Delivered
2703,694,13,2024-03-05,5,24576,COD,Delivered
2704,990,8,2024-12-03,5,17651,COD,Returned
2705,29,46,2024-07-28,4,13804,COD,Cancelled
2706,945,44,2024-10-08,4,33996,UPI,Cancelled
2707,534,21,2024-11-23,3,16030,COD,Delivered
2708,618,30,2024-03-11,3,4458,UPI,Returned
2709,855,33,2024-01-30,4,33381,COD,Delivered
2710,469,37,2024-07-02,5,17046,COD,Delivered
2711,689,33,2024-08-13,5,35877,Wallet,Delivered
2712,339,45,2024-04-27,5,11665,Credit Card,Delivered
2713,848,48,2024-11-14,5,39520,UPI,Cancelled
2714,335,34,2024-08-28,4,45901,Credit Card,Cancelled
2715,851,8,2024-03-02,5,11368,Wallet,Delivered
2716,294,3,2024-01-22,1,512,Credit Card,Cancelled
2717,744,30,2024-01-21,4,43338,Wallet,Returned
2718,969,38,2024-08-12,2,31947,COD,Cancelled
2719,383,34,2024-06-05,1,36955,COD,Delivered
2720,579,5,2024-02-03,2,3110,COD,Delivered
2721,229,30,2024-12-04,2,42014,Wallet,Cancelled
2722,217,4,2024-08-08,1,48624,UPI,Returned
2723,309,47,2024-07-03,2,28322,UPI,Delivered
2724,176,17,2024-05-09,5,37795,COD,Returned
2725,369,3,2024-10-25,3,43008,Credit Card,Delivered
2726,861,40,2024-06-30,4,10220,Wallet,Delivered
2727,577,38,2024-02-11,2,48157,Wallet,Delivered
2728,709,18,2024-01-23,4,36769,UPI,Delivered
2729,532,39,2024-07-14,1,2001,COD,Returned
2730,831,31,2024-01-19,3,13011,UPI,Delivered
2731,293,7,2024-01-30,1,16853,COD,Returned
2732,553,17,2024-07-29,5,33801,Wallet,Returned
2733,42,14,2024-08-31,5,22056,UPI,Delivered
2734,787,35,2024-01-05,3,32654,COD,Returned
2735,951,41,2024-08-30,1,14474,Wallet,Cancelled
2736,324,8,2024-02-22,4,37432,UPI,Cancelled
2737,984,14,2024-12-22,5,48039,Wallet,Returned
2738,34,32,2024-10-03,4,28145,UPI,Cancelled
2739,899,33,2024-11-13,3,25951,Wallet,Delivered
2740,94,48,2024-12-13,3,8257,UPI,Delivered
2741,34,1,2024-10-06,3,35381,COD,Cancelled
2742,804,32,2024-02-28,4,22993,Wallet,Cancelled
2743,770,47,2024-10-17,4,47664,UPI,Cancelled
2744,879,21,2024-09-27,1,49478,Wallet,Returned
2745,462,3,2024-01-30,3,10602,COD,Delivered
2746,997,23,2024-07-09,1,48197,Wallet,Returned
2747,860,4,2024-08-20,3,8412,UPI,Returned
2748,457,47,2024-10-12,4,25623,COD,Delivered
2749,485,44,2024-08-07,3,22013,COD,Cancelled
2750,33,48,2024-05-02,2,33749,COD,Returned
2751,118,43,2024-02-05,4,11667,Credit Card,Returned
2752,829,24,2024-01-01,1,2584,Wallet,Delivered
2753,39,35,2024-12-31,2,17975,Wallet,Cancelled
2754,880,19,2024-12-07,3,47696,COD,Cancelled
2755,807,25,2024-10-31,2,36576,UPI,Delivered
2756,359,28,2024-06-02,4,19129,Wallet,Delivered
2757,843,24,2024-09-11,4,1845,Credit Card,Delivered
2758,939,17,2024-03-24,2,37364,UPI,Cancelled
2759,890,43,2024-11-23,4,13254,UPI,Returned
2760,158,46,2024-11-24,3,4758,Wallet,Delivered
2761,260,24,2024-02-17,1,31897,UPI,Delivered
2762,181,48,2024-06-25,5,34968,Credit Card,Delivered
2763,126,35,2024-09-10,2,10268,Wallet,Returned
2764,899,46,2024-12-27,5,36464,UPI,Delivered
2765,495,27,2024-12-24,4,42897,UPI,Delivered
2766,56,27,2024-03-31,5,49668,COD,Cancelled
2767,188,44,2024-01-31,5,44710,Credit Card,Delivered
2768,265,24,2024-12-15,3,17981,COD,Cancelled
2769,305,4,2024-08-18,2,17822,Wallet,Cancelled
2770,261,22,2024-07-09,1,7383,COD,Returned
2771,804,46,2024-09-13,5,40481,Credit Card,Cancelled
2772,653,18,2024-01-13,4,21313,Wallet,Delivered
2773,275,38,2024-12-17,5,43006,Credit Card,Delivered
2774,21,1,2024-12-21,5,24087,Wallet,Delivered
2775,991,22,2024-02-09,4,10226,COD,Delivered
2776,289,41,2024-12-23,2,5334,UPI,Returned
2777,272,16,2024-05-03,1,43046,Credit Card,Cancelled
2778,261,46,2024-08-15,2,32848,Credit Card,Cancelled
2779,862,46,2024-07-13,4,3366,Wallet,Cancelled
2780,440,22,2024-11-22,1,18971,UPI,Returned
2781,503,4,2024-02-25,3,16159,COD,Cancelled
2782,547,45,2024-01-09,5,8995,COD,Delivered
2783,403,42,2024-05-27,4,9482,COD,Delivered
2784,761,2,2024-08-07,2,24734,COD,Delivered
2785,303,13,2024-09-13,3,42430,Credit Card,Returned
2786,837,37,2024-03-31,3,36188,UPI,Delivered
2787,928,3,2024-03-21,2,34998,UPI,Returned
2788,419,36,2024-06-20,1,3691,Credit Card,Delivered
2789,958,47,2024-12-15,5,11120,UPI,Cancelled
2790,793,17,2024-08-23,5,34604,UPI,Returned
2791,77,46,2024-08-22,4,18324,UPI,Cancelled
2792,474,8,2024-09-27,4,28626,UPI,Delivered
2793,949,21,2024-02-22,5,7965,UPI,Cancelled
2794,458,49,2024-01-03,3,40810,Wallet,Delivered
2795,876,20,2024-03-31,3,22254,Wallet,Cancelled
2796,335,21,2024-05-30,4,22850,COD,Delivered
2797,504,5,2024-05-17,4,13452,COD,Cancelled
2798,562,23,2024-11-10,5,49833,Wallet,Delivered
2799,361,3,2024-12-13,2,7896,UPI,Cancelled
2800,842,41,2024-12-28,4,27609,Wallet,Returned
2801,17,20,2024-02-29,1,11794,Credit Card,Cancelled
2802,702,13,2024-01-15,1,8294,Credit Card,Cancelled
2803,123,7,2024-07-08,4,32841,COD,Returned
2804,936,23,2024-10-28,4,18237,Credit Card,Cancelled
2805,182,7,2024-10-09,4,41383,Credit Card,Delivered
2806,437,21,2024-08-31,4,19102,UPI,Returned
2807,984,34,2024-09-30,4,33856,COD,Returned
2808,631,27,2024-04-20,3,4407,UPI,Cancelled
2809,652,28,2024-02-11,3,21941,UPI,Returned
2810,931,21,2024-10-12,1,28637,UPI,Delivered
2811,179,29,2024-06-18,4,8342,Wallet,Returned
2812,572,20,2024-12-22,2,20465,Wallet,Cancelled
2813,221,11,2024-06-15,2,42604,Wallet,Cancelled
2814,834,19,2024-11-29,2,24725,COD,Cancelled
2815,374,20,2024-07-09,5,2244,Wallet,Cancelled
2816,670,25,2024-07-17,1,2534,UPI,Returned
2817,609,14,2024-04-23,5,36341,Credit Card,Cancelled
2818,609,1,2024-07-10,3,28653,Wallet,Cancelled
2819,863,10,2024-03-20,5,2352,Credit Card,Cancelled
2820,786,27,2024-03-07,1,48264,COD,Cancelled
2821,292,31,2024-03-18,3,959,COD,Returned
2822,750,39,2024-05-14,4,14177,Wallet,Cancelled
2823,456,13,2024-09-06,3,35702,Wallet,Delivered
2824,463,37,2024-09-01,2,6857,COD,Returned
2825,398,19,2024-01-12,1,4745,COD,Returned
2826,535,40,2024-09-09,3,49213,Wallet,Returned
2827,662,9,2024-12-01,4,10102,COD,Cancelled
2828,697,7,2024-08-31,5,13994,UPI,Returned
2829,190,25,2024-10-23,2,33196,Wallet,Delivered
2830,243,5,2024-06-30,3,34071,COD,Delivered
2831,924,43,2024-08-27,1,24424,UPI,Cancelled
2832,789,25,2024-09-08,5,28872,UPI,Returned
2833,345,8,2024-04-19,1,22377,Wallet,Returned
2834,799,34,2024-01-05,5,10043,Wallet,Delivered
2835,859,23,2024-05-09,4,27320,Credit Card,Delivered
2836,949,36,2024-12-01,5,40731,Wallet,Cancelled
2837,735,16,2024-06-17,5,29433,Credit Card,Returned
2838,931,32,2024-10-10,3,46081,COD,Cancelled
2839,814,25,2024-03-03,5,3054,Credit Card,Delivered
2840,880,12,2024-10-18,2,11420,Credit Card,Delivered
2841,82,24,2024-05-17,4,21000,Credit Card,Delivered
2842,962,34,2024-10-29,1,10813,Credit Card,Cancelled
2843,533,16,2024-11-12,2,45145,UPI,Delivered
2844,424,15,2024-07-12,3,6817,COD,Delivered
2845,482,2,2024-11-27,5,39267,UPI,Returned
2846,991,20,2024-07-01,1,8162,UPI,Returned
2847,879,26,2024-10-20,2,45433,Credit Card,Delivered
2848,582,40,2024-05-27,3,22483,COD,Cancelled
2849,730,28,2024-11-14,5,19704,Credit Card,Returned
2850,394,33,2024-12-23,5,41595,COD,Cancelled
2851,138,32,2024-12-04,4,39225,COD,Cancelled
2852,53,37,2024-03-21,2,27399,Wallet,Cancelled
2853,828,12,2024-05-17,1,26081,Credit Card,Delivered
2854,651,43,2024-02-05,1,19007,UPI,Returned
2855,491,26,2024-04-22,1,32668,Wallet,Delivered
